date,product,time,bid,bs,ask,as
,AMETHYSTS,93100,9996,1,10004,1
,AMETHYSTS,93200,9995,21,9998,1
,STARFRUIT,93200,4985,21,4990,2
,STARFRUIT,93300,4990,1,4992,29
,AMETHYSTS,93300,9995,29,10002,9
,STARFRUIT,93400,4985,29,4992,29
,AMETHYSTS,93400,9996,2,9998,3
,STARFRUIT,93500,4989,2,4991,6
,AMETHYSTS,93500,10000,2,10004,1
,AMETHYSTS,93600,9996,2,10004,2
,STARFRUIT,93600,4987,6,4993,29
,STARFRUIT,93700,4985,25,4992,25
,AMETHYSTS,93700,10002,1,10004,2
,STARFRUIT,93800,4986,5,4992,30
,AMETHYSTS,93800,9995,30,9998,1
,STARFRUIT,93900,4986,3,4992,28
,AMETHYSTS,93900,9995,28,10005,28
,AMETHYSTS,94000,10002,4,10004,1
,STARFRUIT,94000,4985,31,4992,31
,STARFRUIT,94100,4987,3,4993,30
,AMETHYSTS,94100,9995,30,10005,30
,STARFRUIT,94200,4986,22,4993,22
,AMETHYSTS,94200,9995,22,10002,7
,STARFRUIT,94300,4986,1,4992,26
,AMETHYSTS,94300,10002,1,10004,2
,STARFRUIT,94400,4985,29,4992,29
,AMETHYSTS,94400,9995,29,10005,29
,STARFRUIT,94500,4985,25,4992,25
,AMETHYSTS,94500,9996,2,10004,2
,STARFRUIT,94600,4985,22,4992,22
,AMETHYSTS,94600,9998,2,10005,22
,AMETHYSTS,94700,10002,1,10004,1
,STARFRUIT,94700,4986,21,4991,6
,STARFRUIT,94800,4986,1,4990,1
,AMETHYSTS,94800,9996,1,10004,1
,STARFRUIT,94900,4986,27,4993,27
,AMETHYSTS,94900,9995,27,9998,1
,STARFRUIT,95000,4991,1,4992,22
,AMETHYSTS,95000,9998,9,10004,1
,AMETHYSTS,95100,9995,25,10005,25
,STARFRUIT,95100,4985,25,4992,25
,STARFRUIT,95200,4986,2,4992,30
,AMETHYSTS,95200,9996,2,10004,2
,STARFRUIT,95300,4986,24,4993,24
,AMETHYSTS,95300,9995,24,10002,9
,STARFRUIT,95400,4986,21,4993,21
,AMETHYSTS,95400,9995,21,10002,1
,AMETHYSTS,95500,9996,2,10002,4
,STARFRUIT,95500,4986,2,4992,27
,STARFRUIT,95600,4986,29,4993,30
,AMETHYSTS,95600,9995,30,10005,30
,STARFRUIT,95700,4986,2,4990,6
,AMETHYSTS,95700,10002,1,10004,2
,STARFRUIT,95800,4987,5,4993,21
,AMETHYSTS,95800,9995,21,10005,21
,AMETHYSTS,95900,9998,9,10004,1
,STARFRUIT,95900,4986,23,4991,8
,STARFRUIT,96000,4986,1,4992,24
,AMETHYSTS,96000,9996,1,10004,1
,STARFRUIT,96100,4986,23,4993,23
,AMETHYSTS,96100,9995,23,10005,23
,STARFRUIT,96200,4986,25,4993,26
,AMETHYSTS,96200,9996,2,9998,5
,AMETHYSTS,96300,9996,2,10004,2
,STARFRUIT,96300,4986,27,4987,1
,STARFRUIT,96400,4986,30,4993,30
,AMETHYSTS,96400,9998,6,10005,30
,AMETHYSTS,96500,9998,1,10004,1
,STARFRUIT,96500,4987,1,4993,29
,AMETHYSTS,96600,9995,24,10002,3
,STARFRUIT,96600,4986,24,4993,24
,AMETHYSTS,96700,9996,2,10002,9
,STARFRUIT,96700,4987,2,4993,32
,STARFRUIT,96800,4987,7,4993,27
,AMETHYSTS,96800,10002,3,10004,1
,AMETHYSTS,96900,9996,1,10004,1
,STARFRUIT,96900,4986,1,4992,26
,AMETHYSTS,97000,9996,2,10004,2
,STARFRUIT,97000,4986,2,4992,28
,AMETHYSTS,97100,9995,28,10002,4
,STARFRUIT,97100,4985,28,4990,5
,STARFRUIT,97200,4986,23,4989,3
,AMETHYSTS,97200,9996,1,10000,3
,AMETHYSTS,97300,9998,3,10004,1
,STARFRUIT,97300,4986,25,4987,1
,AMETHYSTS,97400,9995,27,10005,27
,STARFRUIT,97400,4986,27,4993,27
,AMETHYSTS,97500,9996,2,10004,2
,STARFRUIT,97500,4988,3,4993,2
,STARFRUIT,97600,4988,31,4993,7
,AMETHYSTS,97600,9996,1,10002,7
,AMETHYSTS,97700,9995,22,10005,22
,STARFRUIT,97700,4988,22,4993,2
,AMETHYSTS,97800,9995,27,10002,6
,STARFRUIT,97800,4988,27,4993,1
,AMETHYSTS,97900,9996,1,10004,1
,STARFRUIT,97900,4988,25,4995,26
,STARFRUIT,98000,4988,24,4995,24
,AMETHYSTS,98000,9996,1,10004,1
,AMETHYSTS,98100,9996,1,9998,1
,STARFRUIT,98100,4988,29,4995,29
,AMETHYSTS,98200,9996,1,10004,1
,STARFRUIT,98200,4989,1,4995,26
,AMETHYSTS,98300,9996,2,10004,2
,STARFRUIT,98300,4992,2,4995,29
,STARFRUIT,98400,4987,30,4992,7
,AMETHYSTS,98400,9995,30,10005,30
,AMETHYSTS,98500,9996,2,10004,2
,STARFRUIT,98500,4987,31,4994,31
,AMETHYSTS,98600,9996,1,10004,1
,STARFRUIT,98600,4987,28,4994,28
,AMETHYSTS,98700,9996,2,10004,2
,STARFRUIT,98700,4987,29,4994,29
,STARFRUIT,98800,4993,1,4994,24
,AMETHYSTS,98800,10002,1,10004,1
,STARFRUIT,98900,4987,26,4994,26
,AMETHYSTS,98900,9998,10,10005,26
,AMETHYSTS,99000,9996,1,10004,1
,STARFRUIT,99000,4987,25,4992,4
,STARFRUIT,99100,4988,6,4994,25
,AMETHYSTS,99100,9995,25,10005,25
,STARFRUIT,99200,4988,5,4994,22
,AMETHYSTS,99200,9996,1,10004,1
,STARFRUIT,99300,4993,1,4994,27
,AMETHYSTS,99300,9996,2,10004,2
,AMETHYSTS,99400,9995,26,10005,26
,STARFRUIT,99400,4988,26,4995,26
,STARFRUIT,99500,4988,24,4995,24
,AMETHYSTS,99500,9995,24,10005,24
,STARFRUIT,99600,4989,4,4995,28
,AMETHYSTS,99600,10002,1,10005,28
,STARFRUIT,99700,4987,30,4994,30
,AMETHYSTS,99700,9996,2,10004,2
,AMETHYSTS,99800,9996,1,10004,1
,STARFRUIT,99800,4988,28,4994,1
,STARFRUIT,99900,4987,28,4994,29
,AMETHYSTS,99900,10002,1,10005,29
,STARFRUIT,100000,4987,24,4992,5
,AMETHYSTS,100000,9996,1,10004,1
,STARFRUIT,100100,4987,29,4994,29
,AMETHYSTS,100100,10002,1,10005,29
,AMETHYSTS,100200,9998,5,10004,1
,STARFRUIT,100200,4986,23,4991,1
,STARFRUIT,100300,4986,1,4992,31
,AMETHYSTS,100300,9998,4,10004,1
,STARFRUIT,100400,4986,30,4993,30
,AMETHYSTS,100400,9996,1,10004,1
,STARFRUIT,100500,4986,22,4993,22
,AMETHYSTS,100500,9995,22,10005,22
,AMETHYSTS,100600,9996,1,10004,1
,STARFRUIT,100600,4986,29,4991,1
,STARFRUIT,100700,4986,31,4993,31
,AMETHYSTS,100700,10002,1,10004,1
,STARFRUIT,100800,4987,7,4993,28
,AMETHYSTS,100800,9995,28,10005,28
,STARFRUIT,100900,4987,27,4988,8
,AMETHYSTS,100900,9998,10,10005,27
,AMETHYSTS,101000,9998,6,10005,30
,STARFRUIT,101000,4988,1,4994,30
,STARFRUIT,101100,4987,5,4993,22
,AMETHYSTS,101100,9998,4,10004,1
,STARFRUIT,101200,4986,26,4987,1
,AMETHYSTS,101200,9995,26,10005,26
,STARFRUIT,101300,4987,1,4993,27
,AMETHYSTS,101300,9996,1,9998,2
,AMETHYSTS,101400,9995,22,10005,22
,STARFRUIT,101400,4986,22,4991,5
,STARFRUIT,101500,4989,5,4993,22
,AMETHYSTS,101500,10000,3,10004,2
,STARFRUIT,101600,4986,27,4987,1
,AMETHYSTS,101600,9995,27,10005,27
,STARFRUIT,101700,4985,27,4992,27
,AMETHYSTS,101700,9998,1,10005,27
,AMETHYSTS,101800,9996,2,10004,2
,STARFRUIT,101800,4985,26,4992,26
,STARFRUIT,101900,4985,23,4990,6
,AMETHYSTS,101900,9996,2,10004,2
,STARFRUIT,102000,4985,1,4991,30
,AMETHYSTS,102000,10002,1,10004,1
,STARFRUIT,102100,4984,24,4991,24
,AMETHYSTS,102100,9998,3,10004,2
,AMETHYSTS,102200,9995,30,10005,30
,STARFRUIT,102200,4984,30,4989,7
,STARFRUIT,102300,4988,4,4991,1
,AMETHYSTS,102300,9996,1,10004,1
,STARFRUIT,102400,4984,23,4991,23
,AMETHYSTS,102400,9995,23,10005,23
,STARFRUIT,102500,4985,2,4991,29
,AMETHYSTS,102500,9996,2,10002,9
,AMETHYSTS,102600,9998,9,10004,2
,STARFRUIT,102600,4985,25,4991,2
,STARFRUIT,102700,4985,21,4992,21
,AMETHYSTS,102700,9995,21,10005,21
,STARFRUIT,102800,4984,28,4991,28
,AMETHYSTS,102800,9996,2,10004,2
,STARFRUIT,102900,4988,4,4990,28
,AMETHYSTS,102900,9996,1,10004,1
,AMETHYSTS,103000,9996,1,10004,1
,STARFRUIT,103000,4984,1,4988,4
,STARFRUIT,103100,4989,1,4990,1
,AMETHYSTS,103100,9996,1,10004,1
,STARFRUIT,103200,4985,6,4991,27
,AMETHYSTS,103200,9998,5,10005,27
,AMETHYSTS,103300,9996,1,10004,1
,STARFRUIT,103300,4984,9,4990,26
,STARFRUIT,103400,4984,31,4987,5
,AMETHYSTS,103400,9998,9,10000,4
,STARFRUIT,103500,4985,9,4991,28
,AMETHYSTS,103500,9996,1,10004,1
,STARFRUIT,103600,4985,2,4991,27
,AMETHYSTS,103600,9996,2,10004,2
,AMETHYSTS,103700,9996,1,10004,1
,STARFRUIT,103700,4985,1,4991,25
,STARFRUIT,103800,4984,26,4989,7
,AMETHYSTS,103800,9998,5,10005,26
,STARFRUIT,103900,4984,24,4991,24
,AMETHYSTS,103900,9996,2,10002,7
,STARFRUIT,104000,4989,1,4990,27
,AMETHYSTS,104000,9995,27,10005,27
,AMETHYSTS,104100,9996,1,10004,1
,STARFRUIT,104100,4984,1,4990,28
,STARFRUIT,104200,4984,23,4989,7
,AMETHYSTS,104200,9996,1,10004,1
,STARFRUIT,104300,4984,21,4991,22
,AMETHYSTS,104300,9995,22,10005,22
,STARFRUIT,104400,4985,1,4991,29
,AMETHYSTS,104400,9996,1,10004,1
,AMETHYSTS,104500,9996,1,10004,1
,STARFRUIT,104500,4984,26,4991,26
,STARFRUIT,104600,4985,3,4991,27
,AMETHYSTS,104600,9996,2,10002,4
,STARFRUIT,104700,4986,1,4991,1
,AMETHYSTS,104700,10002,1,10004,1
,STARFRUIT,104800,4986,6,4992,28
,AMETHYSTS,104800,9996,2,10004,2
,AMETHYSTS,104900,9996,2,10004,2
,STARFRUIT,104900,4985,26,4990,4
,STARFRUIT,105000,4985,21,4992,21
,AMETHYSTS,105000,9995,21,10002,2
,STARFRUIT,105100,4986,10,4992,32
,AMETHYSTS,105100,9996,2,10004,2
,STARFRUIT,105200,4990,7,4992,26
,AMETHYSTS,105200,9998,5,10004,1
,AMETHYSTS,105300,9996,2,10002,9
,STARFRUIT,105300,4991,1,4992,27
,STARFRUIT,105400,4986,6,4992,24
,AMETHYSTS,105400,10002,1,10005,24
,AMETHYSTS,105500,9998,1,10005,28
,STARFRUIT,105500,4986,28,4991,2
,AMETHYSTS,105600,9998,8,10005,30
,STARFRUIT,105600,4992,1,4993,30
,AMETHYSTS,105700,9998,8,10004,1
,STARFRUIT,105700,4991,1,4993,29
,STARFRUIT,105800,4991,7,4992,2
,AMETHYSTS,105800,10002,3,10004,2
,AMETHYSTS,105900,9996,1,10004,1
,STARFRUIT,105900,4985,24,4992,24
,AMETHYSTS,106000,9995,22,10005,22
,STARFRUIT,106000,4984,22,4986,4
,AMETHYSTS,106100,9996,2,10004,2
,STARFRUIT,106100,4985,2,4989,7
,STARFRUIT,106200,4985,2,4991,23
,AMETHYSTS,106200,9996,2,10004,2
,AMETHYSTS,106300,9996,2,9998,2
,STARFRUIT,106300,4985,4,4987,4
,AMETHYSTS,106400,9998,10,10000,6
,STARFRUIT,106400,4984,1,4986,6
,AMETHYSTS,106500,9995,20,10005,20
,STARFRUIT,106500,4983,20,4988,4
,STARFRUIT,106600,4983,30,4988,6
,AMETHYSTS,106600,9995,30,9998,4
,AMETHYSTS,106700,9996,2,9998,1
,STARFRUIT,106700,4983,2,4989,30
,AMETHYSTS,106800,10002,1,10004,1
,STARFRUIT,106800,4984,2,4989,1
,AMETHYSTS,106900,9995,29,10005,29
,STARFRUIT,106900,4983,29,4990,29
,STARFRUIT,107000,4983,26,4984,2
,AMETHYSTS,107000,9996,1,10004,1
,AMETHYSTS,107100,9995,22,9998,1
,STARFRUIT,107100,4983,22,4990,22
,AMETHYSTS,107200,9998,1,10004,1
,STARFRUIT,107200,4983,25,4988,2
,AMETHYSTS,107300,9996,2,10004,2
,STARFRUIT,107300,4983,25,4990,25
,STARFRUIT,107400,4984,6,4990,25
,AMETHYSTS,107400,9995,25,10005,25
,AMETHYSTS,107500,9995,25,10002,5
,STARFRUIT,107500,4983,25,4990,25
,AMETHYSTS,107600,9998,3,10004,1
,STARFRUIT,107600,4983,31,4988,4
,STARFRUIT,107700,4983,24,4990,24
,AMETHYSTS,107700,9996,2,10004,2
,STARFRUIT,107800,4983,22,4990,22
,AMETHYSTS,107800,9996,2,10002,8
,STARFRUIT,107900,4983,29,4989,1
,AMETHYSTS,107900,9996,1,10002,4
,AMETHYSTS,108000,9996,1,9998,11
,STARFRUIT,108000,4982,27,4989,27
,STARFRUIT,108100,4982,25,4989,25
,AMETHYSTS,108100,9995,25,9998,1
,STARFRUIT,108200,4982,31,4987,1
,AMETHYSTS,108200,9996,2,10004,2
,STARFRUIT,108300,4982,21,4989,21
,AMETHYSTS,108300,9995,21,10005,21
,AMETHYSTS,108400,9996,1,10002,8
,STARFRUIT,108400,4987,1,4989,26
,STARFRUIT,108500,4982,25,4983,1
,AMETHYSTS,108500,9996,2,10004,2
,STARFRUIT,108600,4982,27,4989,27
,AMETHYSTS,108600,9996,1,9998,4
,STARFRUIT,108700,4982,23,4989,23
,AMETHYSTS,108700,9995,23,10005,23
,AMETHYSTS,108800,9995,20,10005,20
,STARFRUIT,108800,4982,20,4989,20
,STARFRUIT,108900,4982,31,4989,31
,AMETHYSTS,108900,9996,1,10004,1
,STARFRUIT,109000,4983,4,4989,20
,AMETHYSTS,109000,9995,20,10002,2
,STARFRUIT,109100,4983,27,4988,5
,AMETHYSTS,109100,9996,1,10004,1
,AMETHYSTS,109200,9998,2,10004,2
,STARFRUIT,109200,4982,27,4989,27
,STARFRUIT,109300,4983,1,4989,21
,AMETHYSTS,109300,9995,21,10005,21
,STARFRUIT,109400,4982,21,4989,21
,AMETHYSTS,109400,9995,21,10005,21
,STARFRUIT,109500,4983,5,4989,30
,AMETHYSTS,109500,9996,2,10004,2
,AMETHYSTS,109600,9996,2,9998,1
,STARFRUIT,109600,4983,29,4990,29
,STARFRUIT,109700,4983,27,4984,1
,AMETHYSTS,109700,9996,1,10004,1
,STARFRUIT,109800,4983,24,4989,2
,AMETHYSTS,109800,10002,1,10004,2
,STARFRUIT,109900,4983,27,4990,27
,AMETHYSTS,109900,10002,1,10005,27
,AMETHYSTS,110000,9996,1,10004,1
,STARFRUIT,110000,4982,22,4989,22
,STARFRUIT,110100,4982,23,4989,24
,AMETHYSTS,110100,9996,1,10004,1
,STARFRUIT,110200,4983,20,4988,3
,AMETHYSTS,110200,9995,20,10005,20
,STARFRUIT,110300,4983,22,4989,2
,AMETHYSTS,110300,9996,2,10004,2
,AMETHYSTS,110400,9995,30,10005,30
,STARFRUIT,110400,4983,30,4984,7
,STARFRUIT,110500,4983,21,4990,21
,AMETHYSTS,110500,9995,21,10005,21
,STARFRUIT,110600,4988,1,4989,28
,AMETHYSTS,110600,10002,8,10005,28
,STARFRUIT,110700,4986,3,4989,26
,AMETHYSTS,110700,9998,3,10004,2
,AMETHYSTS,110800,9995,30,10005,30
,STARFRUIT,110800,4981,30,4988,30
,STARFRUIT,110900,4981,24,4988,24
,AMETHYSTS,110900,9995,24,10005,24
,STARFRUIT,111000,4987,1,4988,24
,AMETHYSTS,111000,9996,2,9998,1
,STARFRUIT,111100,4982,2,4988,27
,AMETHYSTS,111100,9996,2,9998,4
,AMETHYSTS,111200,9996,1,10004,1
,STARFRUIT,111200,4982,22,4987,1
,STARFRUIT,111300,4983,1,4988,1
,AMETHYSTS,111300,9996,1,9998,3
,STARFRUIT,111400,4982,24,4989,24
,AMETHYSTS,111400,9996,1,10004,1
,STARFRUIT,111500,4987,1,4989,22
,AMETHYSTS,111500,9996,1,10004,1
,AMETHYSTS,111600,9996,2,10004,2
,STARFRUIT,111600,4983,7,4989,32
,STARFRUIT,111700,4982,2,4988,22
,AMETHYSTS,111700,9996,2,10004,2
,STARFRUIT,111800,4982,6,4988,22
,AMETHYSTS,111800,9995,22,10005,22
,STARFRUIT,111900,4981,22,4988,22
,AMETHYSTS,111900,9996,2,10002,5
,AMETHYSTS,112000,9996,2,10004,2
,STARFRUIT,112000,4981,26,4985,4
,STARFRUIT,112100,4981,22,4987,2
,AMETHYSTS,112100,9996,2,9998,5
,STARFRUIT,112200,4986,1,4988,28
,AMETHYSTS,112200,9998,1,10004,2
,AMETHYSTS,112300,9995,26,10005,26
,STARFRUIT,112300,4981,5,4987,26
,STARFRUIT,112400,4980,29,4987,29
,AMETHYSTS,112400,9998,9,10004,1
,STARFRUIT,112500,4980,23,4987,23
,AMETHYSTS,112500,9996,2,10002,3
,STARFRUIT,112600,4980,30,4987,30
,AMETHYSTS,112600,9995,30,10005,30
,AMETHYSTS,112700,9996,1,10002,7
,STARFRUIT,112700,4980,1,4986,29
,STARFRUIT,112800,4981,7,4987,22
,AMETHYSTS,112800,9995,22,10005,22
,STARFRUIT,112900,4980,2,4986,22
,AMETHYSTS,112900,9998,1,10004,2
,STARFRUIT,113000,4980,27,4985,4
,AMETHYSTS,113000,10002,4,10004,1
,AMETHYSTS,113100,9998,3,10004,1
,STARFRUIT,113100,4980,21,4987,21
,STARFRUIT,113200,4981,7,4986,2
,AMETHYSTS,113200,9996,2,10002,10
,STARFRUIT,113300,4980,22,4981,5
,AMETHYSTS,113300,9996,2,10004,2
,STARFRUIT,113400,4980,1,4986,21
,AMETHYSTS,113400,9996,1,10004,1
,AMETHYSTS,113500,9995,21,10005,21
,STARFRUIT,113500,4979,21,4986,21
,STARFRUIT,113600,4979,1,4985,25
,AMETHYSTS,113600,9996,1,10004,1
,STARFRUIT,113700,4979,6,4985,21
,AMETHYSTS,113700,9996,1,10004,1
,STARFRUIT,113800,4979,24,4985,24
,AMETHYSTS,113800,10002,1,10004,2
,AMETHYSTS,113900,9996,1,10004,1
,STARFRUIT,113900,4979,29,4985,1
,STARFRUIT,114000,4979,2,4985,30
,AMETHYSTS,114000,9996,2,9998,11
,STARFRUIT,114100,4984,1,4985,32
,AMETHYSTS,114100,9996,2,10004,2
,STARFRUIT,114200,4978,25,4985,25
,AMETHYSTS,114200,9996,2,10004,2
,AMETHYSTS,114300,9996,2,10004,2
,STARFRUIT,114300,4979,1,4985,29
,STARFRUIT,114400,4978,28,4985,28
,AMETHYSTS,114400,9995,28,10002,2
,AMETHYSTS,114500,9996,1,10004,1
,STARFRUIT,114500,4979,2,4985,30
,AMETHYSTS,114600,10002,1,10004,1
,STARFRUIT,114600,4979,1,4985,26
,AMETHYSTS,114700,9996,2,10004,2
,STARFRUIT,114700,4980,6,4986,28
,STARFRUIT,114800,4980,26,4986,2
,AMETHYSTS,114800,9996,2,10004,2
,AMETHYSTS,114900,9995,21,10005,21
,STARFRUIT,114900,4979,21,4986,21
,AMETHYSTS,115000,9998,8,10004,1
,STARFRUIT,115000,4981,6,4986,1
,AMETHYSTS,115100,9995,25,10005,25
,STARFRUIT,115100,4985,1,4987,25
,STARFRUIT,115200,4980,21,4987,21
,AMETHYSTS,115200,9995,21,10005,21
,AMETHYSTS,115300,9995,28,9998,1
,STARFRUIT,115300,4981,5,4987,28
,AMETHYSTS,115400,9995,24,10005,24
,STARFRUIT,115400,4980,24,4987,24
,AMETHYSTS,115500,9996,2,10004,2
,STARFRUIT,115500,4980,26,4986,2
,STARFRUIT,115600,4980,6,4986,29
,AMETHYSTS,115600,9998,8,10004,2
,AMETHYSTS,115700,9995,25,10005,25
,STARFRUIT,115700,4984,1,4986,25
,AMETHYSTS,115800,9998,9,10004,2
,STARFRUIT,115800,4980,2,4985,2
,AMETHYSTS,115900,9996,2,10004,2
,STARFRUIT,115900,4979,30,4985,2
,STARFRUIT,116000,4979,24,4986,25
,AMETHYSTS,116000,9995,25,10005,25
,AMETHYSTS,116100,9996,2,10002,5
,STARFRUIT,116100,4979,24,4985,2
,AMETHYSTS,116200,9995,27,10002,7
,STARFRUIT,116200,4979,27,4984,3
,AMETHYSTS,116300,9996,2,10004,2
,STARFRUIT,116300,4979,29,4986,29
,STARFRUIT,116400,4978,24,4985,24
,AMETHYSTS,116400,9996,1,10004,1
,AMETHYSTS,116500,9996,2,10004,2
,STARFRUIT,116500,4979,5,4984,2
,AMETHYSTS,116600,9996,2,10004,2
,STARFRUIT,116600,4978,23,4984,2
,STARFRUIT,116700,4978,26,4985,26
,AMETHYSTS,116700,10002,1,10004,2
,STARFRUIT,116800,4979,6,4985,30
,AMETHYSTS,116800,10002,3,10005,30
,STARFRUIT,116900,4979,1,4983,2
,AMETHYSTS,116900,9996,1,10002,9
,AMETHYSTS,117000,9996,1,10004,1
,STARFRUIT,117000,4979,1,4985,31
,STARFRUIT,117100,4979,26,4985,2
,AMETHYSTS,117100,9996,2,10004,2
,STARFRUIT,117200,4978,22,4985,22
,AMETHYSTS,117200,9996,2,10002,9
,STARFRUIT,117300,4978,22,4983,2
,AMETHYSTS,117300,9998,5,10004,1
,AMETHYSTS,117400,9995,27,10005,27
,STARFRUIT,117400,4977,27,4984,27
,STARFRUIT,117500,4978,26,4979,2
,AMETHYSTS,117500,9996,2,10004,2
,STARFRUIT,117600,4979,1,4985,31
,AMETHYSTS,117600,9996,1,10004,1
,STARFRUIT,117700,4978,30,4985,30
,AMETHYSTS,117700,9996,1,10004,1
,AMETHYSTS,117800,9996,2,10002,7
,STARFRUIT,117800,4979,3,4984,2
,STARFRUIT,117900,4978,2,4984,24
,AMETHYSTS,117900,9996,2,10004,2
,STARFRUIT,118000,4976,28,4981,5
,AMETHYSTS,118000,9996,1,10004,1
,STARFRUIT,118100,4976,25,4983,25
,AMETHYSTS,118100,9996,2,10002,6
,AMETHYSTS,118200,9995,21,10005,21
,STARFRUIT,118200,4976,21,4977,1
,STARFRUIT,118300,4975,26,4982,27
,AMETHYSTS,118300,9996,1,10002,9
,STARFRUIT,118400,4975,30,4982,30
,AMETHYSTS,118400,9996,2,10004,2
,STARFRUIT,118500,4975,25,4982,26
,AMETHYSTS,118500,9996,1,10004,1
,AMETHYSTS,118600,9996,2,10004,2
,STARFRUIT,118600,4976,7,4982,31
,STARFRUIT,118700,4975,27,4976,10
,AMETHYSTS,118700,9996,1,10002,8
,STARFRUIT,118800,4975,31,4982,31
,AMETHYSTS,118800,9996,2,10004,2
,STARFRUIT,118900,4976,5,4982,25
,AMETHYSTS,118900,9995,25,10005,25
,AMETHYSTS,119000,9996,1,10004,1
,STARFRUIT,119000,4975,21,4982,21
,STARFRUIT,119100,4979,2,4981,26
,AMETHYSTS,119100,9996,2,10002,8
,STARFRUIT,119200,4974,26,4981,26
,AMETHYSTS,119200,9998,2,10004,1
,STARFRUIT,119300,4974,25,4981,25
,AMETHYSTS,119300,9995,25,9998,1
,AMETHYSTS,119400,9995,24,10005,24
,STARFRUIT,119400,4975,7,4981,24
,STARFRUIT,119500,4974,1,4980,26
,AMETHYSTS,119500,9996,1,10002,2
,STARFRUIT,119600,4974,28,4980,2
,AMETHYSTS,119600,9996,2,10004,2
,STARFRUIT,119700,4974,9,4980,26
,AMETHYSTS,119700,9998,2,10004,1
,AMETHYSTS,119800,10000,4,10005,26
,STARFRUIT,119800,4976,4,4978,7
,STARFRUIT,119900,4974,27,4979,6
,AMETHYSTS,119900,10002,1,10004,2
,STARFRUIT,120000,4973,25,4980,25
,AMETHYSTS,120000,10002,1,10004,2
,STARFRUIT,120100,4973,22,4980,22
,AMETHYSTS,120100,9995,22,10005,22
,AMETHYSTS,120200,10002,1,10004,1
,STARFRUIT,120200,4973,24,4980,24
,STARFRUIT,120300,4973,8,4979,31
,AMETHYSTS,120300,9996,2,10004,2
,STARFRUIT,120400,4973,8,4974,2
,AMETHYSTS,120400,9996,1,10004,1
,STARFRUIT,120500,4972,23,4974,3
,AMETHYSTS,120500,9996,2,10002,4
,AMETHYSTS,120600,9998,1,10005,22
,STARFRUIT,120600,4973,4,4979,22
,STARFRUIT,120700,4972,28,4979,28
,AMETHYSTS,120700,9995,28,10005,28
,STARFRUIT,120800,4972,23,4979,23
,AMETHYSTS,120800,9995,23,10005,23
,STARFRUIT,120900,4972,23,4977,4
,AMETHYSTS,120900,9998,4,10005,23
,STARFRUIT,121000,4973,24,4979,2
,AMETHYSTS,121000,9996,2,10004,2
,STARFRUIT,121100,4974,1,4980,27
,AMETHYSTS,121100,9998,5,10004,2
,STARFRUIT,121200,4974,2,4980,28
,AMETHYSTS,121200,9996,1,10004,1
,AMETHYSTS,121300,9996,1,10004,1
,STARFRUIT,121300,4975,8,4981,22
,STARFRUIT,121400,4974,27,4979,4
,AMETHYSTS,121400,10002,5,10005,27
,STARFRUIT,121500,4974,29,4979,4
,AMETHYSTS,121500,9995,29,10005,29
,STARFRUIT,121600,4975,1,4979,2
,AMETHYSTS,121600,9996,1,10004,1
,AMETHYSTS,121700,9996,2,10002,1
,STARFRUIT,121700,4975,5,4981,27
,STARFRUIT,121800,4974,31,4980,1
,AMETHYSTS,121800,9996,1,10002,3
,STARFRUIT,121900,4979,1,4980,1
,AMETHYSTS,121900,9996,1,10004,1
,STARFRUIT,122000,4974,27,4979,1
,AMETHYSTS,122000,9995,27,10005,27
,AMETHYSTS,122100,9995,25,10005,25
,STARFRUIT,122100,4974,25,4981,25
,STARFRUIT,122200,4974,27,4980,2
,AMETHYSTS,122200,9998,10,10004,2
,STARFRUIT,122300,4974,3,4980,23
,AMETHYSTS,122300,9995,23,10005,23
,STARFRUIT,122400,4973,26,4980,26
,AMETHYSTS,122400,9996,2,10004,2
,AMETHYSTS,122500,9996,2,10004,2
,STARFRUIT,122500,4973,27,4980,27
,STARFRUIT,122600,4979,1,4980,29
,AMETHYSTS,122600,9998,5,10004,1
,STARFRUIT,122700,4973,25,4980,25
,AMETHYSTS,122700,9995,25,10005,25
,STARFRUIT,122800,4973,29,4978,6
,AMETHYSTS,122800,9996,1,10004,1
,AMETHYSTS,122900,9996,2,10004,2
,STARFRUIT,122900,4978,1,4980,32
,STARFRUIT,123000,4973,26,4980,26
,AMETHYSTS,123000,9998,1,10005,26
,STARFRUIT,123100,4974,8,4980,26
,AMETHYSTS,123100,9996,1,10002,7
,AMETHYSTS,123200,9996,2,10004,2
,STARFRUIT,123200,4973,23,4974,4
,AMETHYSTS,123300,9995,29,10005,29
,STARFRUIT,123300,4973,29,4980,29
,STARFRUIT,123400,4974,6,4980,22
,AMETHYSTS,123400,9996,1,10004,1
,AMETHYSTS,123500,9996,1,10004,1
,STARFRUIT,123500,4973,31,4980,31
,AMETHYSTS,123600,9996,1,10004,1
,STARFRUIT,123600,4973,21,4979,1
,AMETHYSTS,123700,10002,6,10004,2
,STARFRUIT,123700,4972,23,4979,23
,STARFRUIT,123800,4977,1,4978,1
,AMETHYSTS,123800,9996,1,9998,1
,AMETHYSTS,123900,9995,26,10005,26
,STARFRUIT,123900,4972,26,4979,26
,AMETHYSTS,124000,9995,20,10005,20
,STARFRUIT,124000,4977,1,4979,20
,AMETHYSTS,124100,9996,2,10004,2
,STARFRUIT,124100,4971,27,4973,3
